trait	pmid	date_published	size_cases	size_controls	size_other	size_total	size_effective	nsignif
Lung cancer	18978790	2008-11-02	2971	3746	0	6717	6627.5813607265145	1
Lung cancer	19654303	2009-08-04	1952	1438	0	3390	3312.066076696165	3
Lung cancer	21725308	2011-07-03	2331	3077	0	5408	5305.093934911242	4
Lung cancer	23143601	2012-11-11	5510	4544	0	10054	9961.185597772032	5
Lung cancer	24880342	2014-06-01	11348	15861	0	27209	26460.45470248815	5
Lung cancer	26732429	2016-01-04	6877	6277	0	13154	13126.631899042117	3
Lung cancer	27393504	2016-05-13	1737	3602	0	5339	4687.525004682525	2
Lung cancer	28604730	2017-06-12	29266	56450	0	85716	77094.8574361846	56
Lung cancer	30104567	2018-08-13	4918	5555	0	10473	10434.255705146566	1
Lung cancer (SNP x SNP interaction)	24325914	2013-12-09	2331	3077	0	5408	5305.093934911242	1
Lung cancer in ever smokers	28604730	2017-06-12	23223	16964	0	40187	39212.180257297136	33
Lung cancer in ever smokers	30104567	2018-08-13	4628	4041	0	8669	8629.252739647018	1
Lung cancer in never smokers	31009812	2019-04-19	2676	5355	0	8031	7137.332835263353	1
Lung disease severity in cystic fibrosis	26417704	2015-09-29	6365	0	0	6365	6365	16
Lung function	31902109	2020-01-04	0	0	4291	4291	4291	2
Lung function (FEV1)	26635082	2015-12-04	0	0	38199	38199	38199	11
Lung function (FEV1)	28166213	2017-02-06	0	0	48943	48943	48943	23
Lung function (FEV1)	30061609	2018-07-30	0	0	90715	90715	90715	28
Lung function (FEV1) in asthma (dust mite allergen exposure interaction)	28167095	2017-02-04	440	0	0	440	440	1
Lung function (FEV1/FVC)	26635082	2015-12-04	0	0	38199	38199	38199	8
Lung function (FEV1/FVC)	28166213	2017-02-06	0	0	48943	48943	48943	45
Lung function (FEV1/FVC)	30061609	2018-07-30	0	0	90715	90715	90715	29
Lung function (FEV1/FVC)	30595370	2018-12-27	0	0	370000	370000	370000	688
Lung function (FEV1/FVC)	30804560	2019-02-25	0	0	321047	321047	321047	155
Lung function (FEV1/FVC)	31453325	2019-08-14	0	0	316614	316614	316614	2
Lung function (FEV1/FVC) variance	31453325	2019-08-14	0	0	316614	316614	316614	3
Lung function (FVC)	26635082	2015-12-04	0	0	38199	38199	38199	5
Lung function (FVC)	28166213	2017-02-06	0	0	48943	48943	48943	14
Lung function (FVC)	30061609	2018-07-30	0	0	90715	90715	90715	40
Lung function (FVC)	30595370	2018-12-27	0	0	372000	372000	372000	544
Lung function (FVC)	30804560	2019-02-25	0	0	321047	321047	321047	134
Lung function (forced expiratory volume in 1 second)	29095316	2017-11-01	0	0	8842	8842	8842	1
Lung function (forced vital capacity)	24929828	2014-06-15	0	0	52253	52253	52253	6
Lung function (forced vital capacity)	29095316	2017-11-01	0	0	8842	8842	8842	1
Lung function (low FEV1 vs high FEV1)	26423011	2015-09-27	0	0	29301	29301	29301	17
Lung function (maximal voluntary ventilation)	29095316	2017-11-01	0	0	8842	8842	8842	3
Lung function in heavy smokers (high FEV1 vs average FEV1)	26423011	2015-09-27	0	0	14709	14709	14709	1
Lung function in heavy smokers (low FEV1 vs high FEV1)	26423011	2015-09-27	0	0	14654	14654	14654	3
Lung function in never smokers (low FEV1 vs average FEV1)	26423011	2015-09-27	0	0	19572	19572	19572	1
Lung function in never smokers (low FEV1 vs high FEV1)	26423011	2015-09-27	0	0	14647	14647	14647	9
Luteinizing hormone levels in polycystic ovary syndrome	26284813	2015-08-18	645	0	0	645	645	1
Lymphangioleiomyomatosis (sporadic)	31000673	2019-04-18	426	852	0	1278	1136.0	1
Lymphocyte counts	27863252	2016-11-17	0	0	171643	171643	171643	188
Lymphocyte counts	29403010	2018-02-05	0	0	62076	62076	62076	14
Lymphocyte percentage of white cells	27863252	2016-11-17	0	0	171748	171748	171748	147
Lymphoma	23349640	2013-01-17	944	4044	0	4988	3061.3761026463512	6
Lysophosphatidylcholine levels	31551469	2019-09-24	0	0	2045	2045	2045	16
Lysophosphatidylethanolamine levels	31551469	2019-09-24	0	0	2045	2045	2045	6
MGMT methylation in smokers	26183928	2015-07-16	0	0	1163	1163	1163	1
MHC class I polypeptide-related sequence A levels	25147954	2014-08-22	0	0	653	653	653	1
Macroalbuminuria in type 1 diabetes	31537649	2019-09-19	2751	12124	0	14875	8968.907294117647	1
Macrophage Migration Inhibitory Factor levels	27989323	2016-12-13	0	0	3494	3494	3494	2
Macrophage colony stimulating factor levels	27989323	2016-12-13	0	0	840	840	840	1
Macrophage inflammatory protein 1b levels	27989323	2016-12-13	0	0	8243	8243	8243	66
Macular telangiectasia type 2	28250457	2017-02-27	476	1733	0	2209	1493.72204617474	3
Macular thickness	30535121	2018-12-07	0	0	59814	59814	59814	139
Magnesium levels	20700443	2010-08-05	0	0	15366	15366	15366	6
Magnesium levels	26058915	2015-05-29	0	0	2737	2737	2737	1
Major coronary event in darapladib-treated cardiovascular disease (time to event)	28753643	2017-07-28	0	0	1318	1318	1318	2
Major coronary event in placebo-treated cardiovascular disease (time to event)	28753643	2017-07-28	0	0	1440	1440	1440	2
Major depression and alcohol dependence	29071344	2017-10-25	0	0	4659	4659	4659	1
Major depressive disorder	23377640	2013-02-01	2256	0	0	2256	2256	3
Major depressive disorder	27479909	2016-08-01	84847	241266	0	326113	251087.1544771291	17
Major depressive disorder	27519822	2016-05-24	8920	9519	0	18439	18419.5411898693	1
Major depressive disorder	27777418	2016-10-25	203	196	0	399	398.87719298245617	4
Major depressive disorder	28540843	2017-05-25	1942	4565	0	6507	5449.657292146919	1
Major depressive disorder	29317602	2018-01-10	10849	32206	0	43055	32461.074811287894	1
Major depressive disorder	29728651	2018-04-27	90150	246603	0	336753	264066.0715717455	7
Major depressive disorder	31969693	2020-01-23	29475	63482	0	92957	80516.02138623234	1
Major depressive disorder (lifetime)	32231276	2020-03-30	16301	50870	0	67171	49380.34985335934	1
Major depressive disorder (probable)	29662059	2018-04-16	30603	143916	0	174519	100946.28889691093	2
Major depressive disorder (stressful life events interaction)	26845276	2016-01-01	308	780	0	1088	883.2352941176471	1
Major depressive disorder (unexposed to adversity)	29495898	2018-03-02	3139	3832	0	6971	6902.107588581266	3
Major depressive disorder in trauma-unexposed individuals	31969693	2020-01-23	9487	39677	0	49164	30625.311121959156	1
Major mood disorders	20081856	2010-01-17	6686	9068	0	15754	15393.842325758538	1
Malaria	19465909	2009-05-24	958	1382	0	2340	2263.17264957265	1
Malaria	22895189	2012-08-15	0	828	1325	2153	2153	3
Malaria	23717212	2013-05-23	5425	6891	0	12316	12141.498863267296	2
Male-pattern baldness	18849991	2008-10-12	578	547	0	1125	1124.1457777777778	2
Male-pattern baldness	18849994	2008-10-12	296	347	0	643	638.954898911353	1
Male-pattern baldness	22032556	2011-10-27	581	617	0	1198	1196.9181969949916	2
Male-pattern baldness	22693459	2012-05-31	3891	8915	0	12806	10835.003904419804	8
Male-pattern baldness	27182965	2016-05-16	9009	8491	0	17500	17484.6672	44
Male-pattern baldness	28196072	2017-02-14	0	0	52874	52874	52874	330
Male-pattern baldness	28272467	2017-03-08	10846	11672	0	22518	22487.700861532994	63
Male-pattern baldness	29146897	2017-11-17	25662	17928	0	43590	42217.78719889883	58
Male-pattern baldness	30573740	2018-12-20	0	0	205327	205327	205327	622
Mammographic density (dense area)	25342443	2014-10-24	0	0	7600	7600	7600	8
Mammographic density (non-dense area)	25342443	2014-10-24	0	0	7600	7600	7600	1
Manganese levels	26025379	2015-05-29	0	0	949	949	949	2
Marginal zone lymphoma	25569183	2015-01-08	825	6221	0	7046	2913.610559182515	2
Marginal zone lymphoma or multiple sclerosis	31407831	2019-08-13	10513	23367	0	33880	29003.21971664699	5
Marginal zone lymphoma or rheumatoid arthritis	31407831	2019-08-13	4662	10070	0	14732	12746.766223187618	2
Marginal zone lymphoma or systemic lupus erythematosus	31407831	2019-08-13	7960	21982	0	29942	23375.421815509984	3
Maternal history of Alzheimer's disease	29777097	2018-05-18	27696	260980	0	288676	100155.22010835678	1
Mathematical ability	28155865	2017-02-03	0	0	998	998	998	1
Mathematical ability in children with dyslexia	23423138	2013-02-19	200	0	0	200	200	1
Matrix metalloproteinase levels	20031604	2009-08-01	0	0	778	778	778	3
Matrix metalloproteinase-8 levels	29212897	2017-12-01	0	0	6049	6049	6049	2
Maximum cranial length	29698431	2018-04-26	0	0	4419	4419	4419	1
Maximum cranial width	29698431	2018-04-26	0	0	4419	4419	4419	1
Maximum habitual alcohol consumption	31151762	2019-04-08	0	0	143965	143965	143965	11
Mean arterial pressure	26390057	2015-09-21	0	0	99994	99994	99994	8
Mean arterial pressure	27618448	2016-10-01	0	0	146562	146562	146562	35
Mean arterial pressure	28871152	2017-09-04	0	0	12278	12278	12278	1
Mean arterial pressure	29403010	2018-02-05	0	0	136482	136482	136482	32
Mean arterial pressure	30487518	2018-11-28	0	0	130777	130777	130777	113
Mean arterial pressure (long-term average)	28348047	2017-04-01	0	0	18422	18422	18422	4
Mean arterial pressure x alcohol consumption (light vs heavy) interaction (2df test)	29912962	2018-06-18	0	0	73031	73031	73031	41
Mean arterial pressure x alcohol consumption interaction (2df test)	29912962	2018-06-18	0	0	133361	133361	133361	83
Mean arterial pressure x sodium interaction (2df test)	27271309	2016-08-01	0	0	1876	1876	1876	1
Mean corpuscular hemoglobin	19853236	2009-10-22	0	0	6015	6015	6015	3
Mean corpuscular hemoglobin	19862010	2009-10-11	0	0	24167	24167	24167	9
Mean corpuscular hemoglobin	20139978	2010-02-07	0	0	14362	14362	14362	15
Mean corpuscular hemoglobin	23263863	2012-12-20	0	0	14177	14177	14177	8
Mean corpuscular hemoglobin	27863252	2016-11-17	0	0	172332	172332	172332	275
Mean corpuscular hemoglobin	28017375	2016-12-22	0	0	39703	39703	39703	31
Mean corpuscular hemoglobin	28453575	2017-04-28	0	0	12502	12502	12502	12
Mean corpuscular hemoglobin	28548082	2017-05-26	0	0	3213	3213	3213	2
Mean corpuscular hemoglobin	29403010	2018-02-05	0	0	108054	108054	108054	95
Mean corpuscular hemoglobin	30595370	2018-12-27	0	0	443000	443000	443000	774
Mean corpuscular hemoglobin	31080455	2019-04-26	0	0	1625	1625	1625	1
Mean corpuscular hemoglobin	31675503	2019-10-01	0	0	7526	7526	7526	1
Mean corpuscular hemoglobin concentration	20139978	2010-02-07	0	0	14377	14377	14377	7
Mean corpuscular hemoglobin concentration	23263863	2012-12-20	0	0	14177	14177	14177	3
Mean corpuscular hemoglobin concentration	27863252	2016-11-17	0	0	172851	172851	172851	84
Mean corpuscular hemoglobin concentration	28017375	2016-12-22	0	0	39703	39703	39703	18
Mean corpuscular hemoglobin concentration	28453575	2017-04-28	0	0	12502	12502	12502	6
Mean corpuscular hemoglobin concentration	28548082	2017-05-26	0	0	3213	3213	3213	1
Mean corpuscular hemoglobin concentration	29403010	2018-02-05	0	0	108728	108728	108728	44
Mean corpuscular hemoglobin concentration	31080455	2019-04-26	0	0	1625	1625	1625	1
Mean corpuscular hemoglobin concentration	31217584	2019-06-19	0	0	19803	19803	19803	15
Mean corpuscular hemoglobin concentration	31675503	2019-10-01	0	0	7526	7526	7526	1
Mean corpuscular volume	19853236	2009-10-22	0	0	6015	6015	6015	2
Mean corpuscular volume	19862010	2009-10-11	0	0	24167	24167	24167	17
Mean corpuscular volume	20139978	2010-02-07	0	0	14364	14364	14364	16
Mean corpuscular volume	23263863	2012-12-20	0	0	14177	14177	14177	8
Mean corpuscular volume	27863252	2016-11-17	0	0	172433	172433	172433	306
Mean corpuscular volume	28017375	2016-12-22	0	0	51170	51170	51170	42
Mean corpuscular volume	28453575	2017-04-28	0	0	12502	12502	12502	11
Mean corpuscular volume	28548082	2017-05-26	0	0	3213	3213	3213	1
Mean corpuscular volume	29403010	2018-02-05	0	0	108256	108256	108256	109
Mean corpuscular volume	31080455	2019-04-26	0	0	1625	1625	1625	1
Mean corpuscular volume	31194788	2019-06-13	0	0	4675	4675	4675	3
Mean corpuscular volume	31675503	2019-10-01	0	0	7526	7526	7526	1
Mean diameter of HDL particles	29084231	2017-10-30	0	0	8372	8372	8372	17
Mean diameter of LDL particles	29084231	2017-10-30	0	0	8372	8372	8372	12
Mean diameter of VLDL particles	29084231	2017-10-30	0	0	8372	8372	8372	1
Mean platelet volume	19110211	2008-12-24	0	0	1606	1606	1606	3
Mean platelet volume	19221038	2009-02-12	0	0	1221	1221	1221	1
Mean platelet volume	19820697	2009-10-11	0	0	4627	4627	4627	12
Mean platelet volume	22139419	2011-11-30	0	0	18600	18600	18600	29
Mean platelet volume	22423221	2012-03-08	0	0	16388	16388	16388	3
Mean platelet volume	24026423	2013-09-12	0	0	6291	6291	6291	8
Mean platelet volume	27863252	2016-11-17	0	0	164454	164454	164454	294
Mean platelet volume	31080455	2019-04-26	0	0	1624	1624	1624	2
Mean platelet volume	31194788	2019-06-13	0	0	4675	4675	4675	5
Mean platelet volume	31675503	2019-10-01	0	0	6407	6407	6407	1
Meconium ileus in cystic fibrosis	30807572	2019-02-26	1115	5655	0	6770	3725.4505169867057	3
Medication use (HMG CoA reductase inhibitors)	31015401	2019-04-23	73475	216910	0	290385	219535.61306541317	97
Medication use (adrenergics, inhalants)	31015401	2019-04-23	28880	147565	0	176445	96612.0252769985	56
Medication use (agents acting on the renin-angiotensin system)	31015401	2019-04-23	62752	174778	0	237530	184695.30679914117	184
Medication use (anilides)	31015401	2019-04-23	83218	96592	0	179810	178815.26179856516	7
Medication use (anti-inflammatory and antirheumatic products, non-steroids)	31015401	2019-04-23	74150	90370	0	164520	162920.87284220764	6
Medication use (antidepressants)	31015401	2019-04-23	33757	270405	0	304162	120042.10368159073	1
Medication use (antiglaucoma preparations and miotics)	31015401	2019-04-23	5215	95653	0	100868	19781.512273466313	14
Medication use (antihistamines for systemic use)	31015401	2019-04-23	13984	137652	0	151636	50777.53483341687	8
Medication use (antihypertensives)	31015401	2019-04-23	6431	145949	0	152380	24638.351988449926	4
Medication use (antimigraine preparations)	31015401	2019-04-23	5521	114323	0	119844	21066.629384866996	13
Medication use (antithrombotic agents)	31015401	2019-04-23	67653	85986	0	153639	151451.41163376486	13
Medication use (beta blocking agents)	31015401	2019-04-23	31700	192324	0	224024	108857.45812948613	59
Medication use (calcium channel blockers)	31015401	2019-04-23	31904	172474	0	204378	107694.77137460979	104
Medication use (diuretics)	31015401	2019-04-23	34453	194633	0	229086	117085.99825393084	102
Medication use (drugs affecting bone structure and mineralization)	31015401	2019-04-23	7870	207798	0	215668	30331.254706307842	11
Medication use (drugs for peptic ulcer and gastro-oesophageal reflux disease)	31015401	2019-04-23	53137	79230	0	132367	127223.38679580258	5
Medication use (drugs used in diabetes)	31015401	2019-04-23	15272	290641	0	305913	58038.32268651545	57
Medication use (glucocorticoids)	31015401	2019-04-23	17352	188348	0	205700	63553.02860476422	19
Medication use (immunosuppressants)	31015401	2019-04-23	3954	268648	0	272602	15586.594258295978	2
Medication use (opioids)	31015401	2019-04-23	22982	55826	0	78808	65119.94376205462	3
Medication use (salicylic acid and derivatives)	31015401	2019-04-23	61583	50427	0	112010	110898.88192125704	10
Medication use (thyroid preparations)	31015401	2019-04-23	24832	280750	0	305582	91256.47453056791	132
Medication use (vasodilators used in cardiac diseases)	31015401	2019-04-23	5546	237113	0	242659	21676.98206948846	3
Medium HDL particle concentration	29084231	2017-10-30	0	0	8372	8372	8372	11
Medium LDL particle concentration	29084231	2017-10-30	0	0	8372	8372	8372	8
Medium VLDL particle concentration	29084231	2017-10-30	0	0	8372	8372	8372	24
Melanoma	18488026	2008-05-18	864	864	0	1728	1728.0	1
Melanoma	19578364	2009-07-05	1539	3917	0	5456	4419.5476539589445	4
Melanoma	21706340	2011-06-26	0	2150	190	2340	2340	1
Melanoma	21983785	2011-10-09	2168	4387	0	6555	5803.823646071702	1
Melanoma	21983787	2011-10-09	2804	7618	0	10422	8198.377278833237	7
Melanoma	23455637	2013-03-03	1353	3566	0	4919	3923.397438503761	1
Melanoma	24980573	2014-06-30	494	5628	0	6122	1816.5514537732768	1
Melanoma	28212542	2017-02-09	4842	286565	0	291407	19046.182555669562	28
Membranous nephropathy	27333618	2016-02-04	323	345	0	668	667.2754491017964	2
Membranous nephropathy	32231244	2020-03-30	3762	7799	0	11561	10151.314938154139	10
Menarche (age at onset)	19448620	2009-05-17	0	0	17510	17510	17510	2
Menarche (age at onset)	19448622	2009-05-15	0	0	15297	15297	15297	1
Menarche (age at onset)	19448623	2009-05-17	0	0	4714	4714	4714	1
Menarche (age at onset)	21102462	2010-11-21	0	0	87802	87802	87802	33
Menarche (age at onset)	23599027	2013-04-17	0	0	18089	18089	18089	1
Menarche (age at onset)	25231870	2014-07-23	0	0	182413	182413	182413	121
Menarche (age at onset)	27182965	2016-05-16	0	0	76831	76831	76831	39
Menarche (age at onset)	29773799	2018-05-17	0	0	67029	67029	67029	20
Menarche (age at onset)	30595370	2018-12-27	0	0	242000	242000	242000	316
Menarche and menopause (age at onset)	19448621	2009-05-17	0	0	17438	17438	17438	6
Meningioma	21804547	2011-07-31	859	704	0	1563	1547.6289187460013	1
Meningioma	29762745	2018-05-12	1606	9823	0	11429	5521.30125120308	1
Meningococcal disease	20694013	2010-08-08	475	4703	0	5178	1725.7049053688681	1
Menopause (age at onset)	19448619	2009-05-15	0	0	2979	2979	2979	3
Menopause (age at onset)	22267201	2012-01-22	0	0	38968	38968	38968	17
Menopause (age at onset)	23307926	2013-01-09	3493	13598	0	17091	11116.45052951846	4
Menopause (age at onset)	26414677	2015-11-01	0	0	69626	69626	69626	52
Menopause (age at onset)	29773799	2018-05-17	0	0	43861	43861	43861	29
Menstruation quality of life impact (dysmenorrhea)	29855537	2018-05-31	3573	2161	0	5734	5386.294384373909	2
Menstruation quality of life impact (fever)	29855537	2018-05-31	112	5622	0	5734	439.2493896058598	1
Mental composite score	30120420	2018-08-17	0	0	964	964	964	2
Mental health study participation (completed survey)	31263887	2019-07-01	122647	248781	0	371428	328593.8949890692	40
Mental health study participation (provided email address)	31263887	2019-07-01	224321	147096	0	371417	355360.38270730746	16
Mercury levels	26025379	2015-05-29	0	0	949	949	949	2
Mesial temporal lobe epilepsy with hippocampal sclerosis	24014518	2013-09-06	1018	7552	0	8570	3588.3015169194864	2
Metabolic syndrome	20694148	2010-08-04	0	0	2554	2554	2554	2
Metabolic syndrome	21386085	2011-03-08	0	0	22161	22161	22161	5
Metabolic syndrome	22399527	2012-03-07	2637	7927	0	10564	7914.993941688755	22
Metabolic syndrome	28371326	2017-03-30	862	880	0	1742	1741.814006888634	2
Metabolic syndrome	30382898	2018-11-01	1328	5870	0	7198	4331.958877465962	24
Metabolic syndrome	31589552	2019-10-07	0	0	291107	291107	291107	93
Metabolic syndrome	31910446	2020-01-07	1362	6061	0	7423	4448.380439175536	1
